,Cylinders,Displacement,Horsepower,Weight,Acceleration,Model Year,USA,Europe,Japan
26,1.447485905576741,0.9006007810491081,1.9013117657464382,1.687763169761656,0.08023345501716588,-1.2699350561099187,0.7666819268878691,-0.5172721640611787,-0.4335163273679446
86,-0.8380181558602185,-0.4008288279059957,-0.4589373227663816,-0.3580882620306762,-0.1170619261725892,1.0817965292788234,0.7666819268878691,-0.5172721640611787,-0.4335163273679446
2,1.447485905576741,0.9954069115027911,0.8086038543979105,0.5894762789079768,-1.2350690862478688,-1.2699350561099187,0.7666819268878691,-0.5172721640611787,-0.4335163273679446
55,-0.8380181558602185,-0.909334436703023,-1.1582703860294392,-1.2822849967809529,1.3955359962822005,-0.09406926341554768,-1.286930377276066,1.9074411049755962,-0.4335163273679446
75,0.3047338748582612,0.4093326505163868,-0.5463539556742638,0.10459430049917164,0.5734719079915539,1.0817965292788234,0.7666819268878691,-0.5172721640611787,-0.4335163273679446
16,0.3047338748582612,-0.030223045223416487,-0.34966653163152883,-0.18399810592727384,0.2446462726752952,-1.2699350561099187,0.7666819268878691,-0.5172721640611787,-0.4335163273679446
73,-0.8380181558602185,-0.7024846975313509,0.043708316453941104,-0.304342307797411,-0.4130049979572221,1.0817965292788234,-1.286930377276066,1.9074411049755962,-0.4335163273679446
54,-0.8380181558602185,-1.1248029150068481,-0.9615829619867043,-1.5404992551625094,1.0667103609659419,-0.09406926341554768,-1.286930377276066,-0.5172721640611787,2.2759607186817092
95,-0.8380181558602185,-0.9696656106280941,-0.9397288037597338,-1.1619407949108158,-0.18282705323584128,1.0817965292788234,-1.286930377276066,1.9074411049755962,-0.4335163273679446
53,-0.8380181558602185,-1.1334216541390012,-1.0489995948945865,-1.3535568056555003,1.3955359962822005,-0.09406926341554768,-1.286930377276066,-0.5172721640611787,2.2759607186817092
78,-0.8380181558602185,-0.711103436663504,-0.34966653163152883,-0.516989344111634,0.08023345501716588,1.0817965292788234,-1.286930377276066,-0.5172721640611787,2.2759607186817092
13,1.447485905576741,2.176174172607753,2.447665721420702,0.18053967061139412,-1.5638947215641275,-1.2699350561099187,0.7666819268878691,-0.5172721640611787,-0.4335163273679446
7,1.447485905576741,2.0468930856254577,2.2291241391509966,1.6129861899588522,-2.0571331745385155,-1.2699350561099187,0.7666819268878691,-0.5172721640611787,-0.4335163273679446
30,-0.8380181558602185,-0.5387286540204438,-0.5026456392203227,-0.7798771637308657,0.2446462726752952,-0.09406926341554768,0.7666819268878691,-0.5172721640611787,-0.4335163273679446
22,-0.8380181558602185,-0.849003262777952,-0.39337484808546996,-0.6501858393853781,0.9022975433078125,-1.2699350561099187,-1.286930377276066,1.9074411049755962,-0.4335163273679446
24,0.3047338748582612,-0.030223045223416487,-0.5026456392203227,-0.3312152849140436,0.08023345501716588,-1.2699350561099187,0.7666819268878691,-0.5172721640611787,-0.4335163273679446
33,0.3047338748582612,0.25419534613763267,-0.2841040569506172,-0.3475727492459069,-0.5774178156153514,-0.09406926341554768,0.7666819268878691,-0.5172721640611787,-0.4335163273679446
8,1.447485905576741,2.176174172607753,2.447665721420702,1.7450142949231775,-1.5638947215641275,-1.2699350561099187,0.7666819268878691,-0.5172721640611787,-0.4335163273679446
43,1.447485905576741,1.7021435203393376,1.2456870189373215,2.120067584246615,-0.9062434509316101,-0.09406926341554768,0.7666819268878691,-0.5172721640611787,-0.4335163273679446
62,-0.8380181558602185,-0.81452830624934,-0.41522900631244053,-0.6455122781477028,0.5734719079915539,1.0817965292788234,-1.286930377276066,-0.5172721640611787,2.2759607186817092
3,1.447485905576741,0.8747445636526491,0.8086038543979105,0.5859711079797203,-0.9062434509316101,-1.2699350561099187,0.7666819268878691,-0.5172721640611787,-0.4335163273679446
71,-0.8380181558602185,-0.711103436663504,-0.34966653163152883,-0.5041370507080271,0.04735089148554012,1.0817965292788234,-1.286930377276066,-0.5172721640611787,2.2759607186817092
45,0.3047338748582612,0.4782825635736108,-0.06556247468091166,0.035659272243461985,-0.4130049979572221,-0.09406926341554768,0.7666819268878691,-0.5172721640611787,-0.4335163273679446
48,0.3047338748582612,0.4093326505163868,-0.5463539556742638,0.24246435701059094,-0.08417936264096346,-0.09406926341554768,0.7666819268878691,-0.5172721640611787,-0.4335163273679446
